recipe_config_id,pipeline_recipe_id,feature_recipe_id,prescreen_recipe_id,prescreen_name,prescreen_methods,rank_aggregation,feature_size,model_spec_id,base_model_family,model_kind,model_params,inner_selection_rank,inner_oof_business_score,inner_oof_optimal_k,inner_oof_f1_score,inner_oof_roc_auc_score,selection_artifact,outer_fold,selected_features_text,selected_feature_count,status,error,duration_seconds,outer_business_score,outer_optimal_k,outer_tp_at_optimal_k,outer_fp_at_optimal_k,outer_gross_score,feature_penalty,outer_f1_score,outer_roc_auc_score,outer_n_predictions,outer_selected_rate,outer_threshold
ps_mean_0032__k_005__extra_trees_small_deep01,ps_mean_0032__k_005__extra_trees_small_deep01,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",20,4905.0,1000.0,0.4862876254180602,0.682747068676717,round2_inner_oof_scores.csv,3,"var_175,var_214,var_254,var_341,var_379",5,ok,,0.2670919230004074,1585.0,632,383,249,2585.0,1000.0,0.6778761061946902,0.6889470231523704,1000,0.632,0.4881673306546954
ps_mean_0052__k_006__xgboost_classifier_deep06,ps_mean_0052__k_006__xgboost_classifier_deep06,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep06,xgboost_classifier,classifier,"{""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 8.0, ""n_estimators"": 420, ""scale_pos_weight_multiplier"": 1.5}",17,4915.0,997.0,0.4953145917001338,0.6870644130543644,round2_inner_oof_scores.csv,3,"var_159,var_175,var_226,var_254,var_341,var_379",6,ok,,0.14082117100042524,1415.0,746,423,323,2615.0,1200.0,0.680064308681672,0.676530824493192,1000,0.746,0.44538938999176025
ps_mean_0052__k_006__xgboost_classifier_deep03,ps_mean_0052__k_006__xgboost_classifier_deep03,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep03,xgboost_classifier,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",13,4925.0,995.0,0.4956463496316142,0.6882389368384709,round2_inner_oof_scores.csv,3,"var_159,var_175,var_226,var_254,var_341,var_379",6,ok,,0.08460415799982002,1400.0,863,461,402,2600.0,1200.0,0.677443056576047,0.6740067841085456,1000,0.863,0.31845420598983765
ps_mean_0052__k_006__extra_trees_small_deep02,ps_mean_0052__k_006__extra_trees_small_deep02,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",14,4925.0,992.0,0.4954743546765002,0.6802312746833123,round2_inner_oof_scores.csv,3,"var_159,var_175,var_226,var_254,var_341,var_379",6,ok,,0.2948021170004722,1400.0,842,454,388,2600.0,1200.0,0.6776119402985075,0.6763268212291396,1000,0.842,0.47512236228022503
ps_mean_0052__k_006__extra_trees_small_deep08,ps_mean_0052__k_006__extra_trees_small_deep08,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}",18,4915.0,1000.0,0.4954864593781344,0.6805527811938191,round2_inner_oof_scores.csv,3,"var_159,var_175,var_226,var_254,var_341,var_379",6,ok,,0.3900300559998868,1400.0,827,449,378,2600.0,1200.0,0.6777358490566038,0.6795428726859629,1000,0.827,0.4703185752780134
ps_mean_0005__k_006__extra_trees_small_deep04,ps_mean_0005__k_006__extra_trees_small_deep04,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep04,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 20, ""n_estimators"": 400}",15,4923.0,999.6,0.49591973244147153,0.6940189783191468,round2_inner_oof_scores.csv,3,"var_159,var_214,var_226,var_254,var_341,var_379",6,ok,,0.4626891770003567,1395.0,846,455,391,2595.0,1200.0,0.6770833333333334,0.6764428230851693,1000,0.846,0.4696774229274606
ps_mean_0032__k_005__extra_trees_small_deep08,ps_mean_0032__k_005__extra_trees_small_deep08,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}",19,4905.0,1000.0,0.4862876254180602,0.682884822120553,round2_inner_oof_scores.csv,4,"var_175,var_190,var_254,var_341,var_379",5,ok,,0.42144875199937815,1700.0,780,440,340,2700.0,1000.0,0.6885758998435054,0.6852829645274323,1000,0.78,0.46517038099377467
ps_mean_0032__k_005__extra_trees_small_deep06,ps_mean_0032__k_005__extra_trees_small_deep06,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep06,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 30, ""n_estimators"": 500}",16,4920.0,1000.0,0.4869565217391303,0.6819800495012376,round2_inner_oof_scores.csv,4,"var_175,var_190,var_254,var_341,var_379",5,ok,,0.6425276800000574,1685.0,843,460,383,2685.0,1000.0,0.6860551826994781,0.6839749435990976,1000,0.843,0.45444620658293555
ps_mean_0032__k_005__extra_trees_small_deep01,ps_mean_0032__k_005__extra_trees_small_deep01,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",20,4905.0,1000.0,0.4862876254180602,0.682747068676717,round2_inner_oof_scores.csv,4,"var_175,var_190,var_254,var_341,var_379",5,ok,,0.2763267440004711,1670.0,831,455,376,2670.0,1000.0,0.6847253574115877,0.6788308612937807,1000,0.831,0.47461572423235154
ps_mean_0005__k_006__extra_trees_small_deep04,ps_mean_0005__k_006__extra_trees_small_deep04,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep04,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 20, ""n_estimators"": 400}",15,4923.0,999.6,0.49591973244147153,0.6940189783191468,round2_inner_oof_scores.csv,4,"var_159,var_175,var_190,var_254,var_341,var_379",6,ok,,0.4691113849994508,1545.0,813,454,359,2745.0,1200.0,0.6926010678871091,0.6993071889150226,1000,0.813,0.46540815040181693
ps_mean_0052__k_006__extra_trees_small_deep02,ps_mean_0052__k_006__extra_trees_small_deep02,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",14,4925.0,992.0,0.4954743546765002,0.6802312746833123,round2_inner_oof_scores.csv,4,"var_10,var_159,var_190,var_254,var_415,var_463",6,ok,,0.3979897979997986,1300.0,964,488,476,2500.0,1200.0,0.667578659370725,0.6266980271684347,1000,0.964,0.460461147241457
ps_mean_0052__k_006__xgboost_classifier_deep06,ps_mean_0052__k_006__xgboost_classifier_deep06,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep06,xgboost_classifier,classifier,"{""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 8.0, ""n_estimators"": 420, ""scale_pos_weight_multiplier"": 1.5}",17,4915.0,997.0,0.4953145917001338,0.6870644130543644,round2_inner_oof_scores.csv,4,"var_10,var_159,var_190,var_254,var_415,var_463",6,ok,,0.2281143529999099,1280.0,860,452,408,2480.0,1200.0,0.6656976744186046,0.6445023120369926,1000,0.86,0.42348501086235046
ps_mean_0052__k_006__extra_trees_small_deep08,ps_mean_0052__k_006__extra_trees_small_deep08,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}",18,4915.0,1000.0,0.4954864593781344,0.6805527811938191,round2_inner_oof_scores.csv,4,"var_10,var_159,var_190,var_254,var_415,var_463",6,ok,,0.4866587719998279,1280.0,971,489,482,2480.0,1200.0,0.6657645466847091,0.6296380742091873,1000,0.971,0.4534735148607188
ps_mean_0052__k_006__xgboost_classifier_deep03,ps_mean_0052__k_006__xgboost_classifier_deep03,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep03,xgboost_classifier,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",13,4925.0,995.0,0.4956463496316142,0.6882389368384709,round2_inner_oof_scores.csv,4,"var_10,var_159,var_190,var_254,var_415,var_463",6,ok,,0.14177794400075072,1275.0,987,494,493,2475.0,1200.0,0.6653306613226452,0.6453623257972128,1000,0.987,0.2813592851161957
ps_mean_0032__k_005__extra_trees_small_deep01,ps_mean_0032__k_005__extra_trees_small_deep01,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",20,4905.0,1000.0,0.4862876254180602,0.682747068676717,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379",5,ok,,0.6126959310004167,1625.0,648,391,257,2625.0,1000.0,0.6823734729493891,0.6966191459063344,1000,0.648,0.4836532428505646
ps_mean_0032__k_005__extra_trees_small_deep08,ps_mean_0032__k_005__extra_trees_small_deep08,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}",19,4905.0,1000.0,0.4862876254180602,0.682884822120553,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379",5,ok,,0.885166093999942,1615.0,896,473,423,2615.0,1000.0,0.6799637352674525,0.6970751532024512,1000,0.896,0.4550226245975131
ps_mean_0032__k_005__extra_trees_small_deep06,ps_mean_0032__k_005__extra_trees_small_deep06,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep06,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 30, ""n_estimators"": 500}",16,4920.0,1000.0,0.4869565217391303,0.6819800495012376,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379",5,ok,,1.063508861999253,1605.0,595,372,223,2605.0,1000.0,0.6806953339432754,0.6991671866749868,1000,0.595,0.48238254617318926
ps_mean_0005__k_006__extra_trees_small_deep04,ps_mean_0005__k_006__extra_trees_small_deep04,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep04,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 20, ""n_estimators"": 400}",15,4923.0,999.6,0.49591973244147153,0.6940189783191468,round2_inner_oof_scores.csv,5,"var_116,var_190,var_214,var_254,var_341,var_379",6,ok,,0.6275171520001095,1525.0,727,424,303,2725.0,1200.0,0.6926333615580017,0.6997591961471384,1000,0.727,0.47440982632873063
ps_mean_0052__k_006__xgboost_classifier_deep03,ps_mean_0052__k_006__xgboost_classifier_deep03,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep03,xgboost_classifier,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",13,4925.0,995.0,0.4956463496316142,0.6882389368384709,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379,var_463",6,ok,,0.12463228799970238,1425.0,882,469,413,2625.0,1200.0,0.6797101449275361,0.6876850029600474,1000,0.882,0.3207438290119171
ps_mean_0052__k_006__extra_trees_small_deep08,ps_mean_0052__k_006__extra_trees_small_deep08,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}",18,4915.0,1000.0,0.4954864593781344,0.6805527811938191,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379,var_463",6,ok,,0.9142151679998278,1425.0,813,446,367,2625.0,1200.0,0.6803966437833714,0.6901910430566889,1000,0.813,0.4673926031105566
ps_mean_0052__k_006__extra_trees_small_deep02,ps_mean_0052__k_006__extra_trees_small_deep02,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",14,4925.0,992.0,0.4954743546765002,0.6802312746833123,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379,var_463",6,ok,,0.42492709499947523,1415.0,851,458,393,2615.0,1200.0,0.6793103448275862,0.6916990671850749,1000,0.851,0.4715240713569959
ps_mean_0052__k_006__xgboost_classifier_deep06,ps_mean_0052__k_006__xgboost_classifier_deep06,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep06,xgboost_classifier,classifier,"{""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 8.0, ""n_estimators"": 420, ""scale_pos_weight_multiplier"": 1.5}",17,4915.0,997.0,0.4953145917001338,0.6870644130543644,round2_inner_oof_scores.csv,5,"var_175,var_190,var_214,var_254,var_379,var_463",6,ok,,0.2958756110001559,1390.0,883,467,416,2590.0,1200.0,0.6763215061549601,0.6810908974543592,1000,0.883,0.3934105932712555
